RowNumber,Exited,P_Hat
2469,0,0.064283414
2470,1,0.132033266
2471,0,0.079210343
2472,0,0.545647601
2473,0,0.079595373
2474,1,0.825836233
2475,1,0.189969824
2476,0,0.093670864
2477,0,0.225718895
2478,1,0.372296477
2479,0,0.321718218
2480,0,0.116890496
2481,0,0.120623916
2482,0,0.544723255
2483,0,0.225727197
2484,0,0.120457589
2485,0,0.067654433
2486,0,0.121275254
2487,0,0.184583881
2488,0,0.15533675
2489,0,0.072386802
2490,0,0.036838133
2491,0,0.439958901
2492,0,0.03779783
2493,1,0.159542763
2494,0,0.023251986
2495,0,0.127827696
2496,1,0.7444658
2497,0,0.138721907
2498,0,0.014711099
2499,0,0.045712747
2500,1,0.08006726
2501,0,0.131308215
2502,0,0.455260786
2503,0,0.10889998
2504,0,0.224291624
2505,0,0.312429897
2506,0,0.465049802
2507,0,0.074850756
2508,0,0.098478508
2509,0,0.108625169
2510,1,0.342698191
2511,0,0.260369034
2512,0,0.39044082
2513,0,0.16571456
2514,0,0.143467747
2515,0,0.247428696
2516,1,0.175784379
2517,0,0.066319882
2518,0,0.285553258
2519,1,0.192067023
2520,0,0.455784894
2521,1,0.742255435
2522,0,0.062729598
2523,0,0.118616559
2524,0,0.082681329
2525,1,0.131253017
2526,0,0.06084271
2527,0,0.120637025
2528,0,0.061201206
2529,0,0.033385927
2530,0,0.05986201
2531,1,0.375401076
2532,0,0.272629754
2533,0,0.287242809
2534,0,0.282383423
2535,0,0.390451661
2536,1,0.357570833
2537,1,0.198898654
2538,0,0.215782088
2539,0,0.048835444
2540,1,0.574370321
2541,1,0.602050157
2542,1,0.366955977
2543,1,0.151426168
2544,0,0.028171545
2545,0,0.235423399
2546,0,0.124597338
2547,1,0.103771114
2548,0,0.387301216
2549,1,0.122987136
2550,1,0.07363951
2551,0,0.155608418
2552,0,0.24536551
2553,0,0.380833201
2554,1,0.384086718
2555,0,0.117628466
2556,0,0.194209917
2557,0,0.103278157
2558,0,0.068675556
2559,0,0.124950867
2560,0,0.48057737
2561,1,0.142002825
2562,0,0.057011817
2563,0,0.398365534
2564,0,0.034953985
2565,1,0.128154232
2566,0,0.205859683
2567,0,0.153115348
2568,0,0.183403436
2569,1,0.376615929
2570,0,0.496716029
2571,0,0.236647439
2572,0,0.107630902
2573,0,0.220040511
2574,0,0.057258778
2575,1,0.401082854
2576,1,0.625989153
2577,0,0.137996406
2578,0,0.227482658
2579,0,0.085395743
2580,1,0.261172606
2581,1,0.230067676
2582,0,0.083662934
2583,0,0.18066889
2584,0,0.133733291
2585,0,0.158727438
2586,0,0.024203246
2587,0,0.166377559
2588,0,0.038195329
2589,0,0.035014239
2590,0,0.255687738
2591,0,0.022007203
2592,0,0.160496637
2593,0,0.142963676
2594,0,0.592563104
2595,1,0.633342599
2596,0,0.11451664
2597,0,0.141295594
2598,0,0.171669342
2599,0,0.104165269
2600,0,0.31132539
2601,1,0.07894089
2602,0,0.104020716
2603,0,0.19789848
2604,0,0.199583461
2605,0,0.090177796
2606,0,0.207952208
2607,0,0.045378009
2608,0,0.113986413
2609,0,0.038329739
2610,0,0.150732011
2611,0,0.071978283
2612,0,0.100968416
2613,0,0.11175334
2614,0,0.03121226
2615,1,0.739993327
2616,0,0.346157758
2617,0,0.139975738
2618,1,0.185872358
2619,0,0.142034021
2620,1,0.253225936
2621,0,0.155315007
2622,0,0.214722195
2623,0,0.079238853
2624,0,0.123988018
2625,0,0.177741043
2626,0,0.224117033
2627,0,0.131674924
2628,0,0.14660145
2629,1,0.261753651
2630,1,0.267939336
2631,0,0.445110134
2632,0,0.07128306
2633,0,0.101037851
2634,0,0.072273687
2635,1,0.324318661
2636,0,0.041053278
2637,0,0.028284742
2638,0,0.153182498
2639,0,0.07452249
2640,1,0.459222784
2641,0,0.140589902
2642,0,0.148724432
2643,0,0.108167446
2644,0,0.043311025
2645,0,0.028199735
2646,0,0.02068695
2647,0,0.250547859
2648,1,0.411178902
2649,0,0.022912912
2650,0,0.202897532
2651,0,0.141387064
2652,0,0.153526488
2653,0,0.216597753
2654,0,0.064563901
2655,1,0.30173018
2656,0,0.529612342
2657,0,0.059150031
2658,0,0.031823885
2659,1,0.349893315
2660,1,0.700004225
2661,0,0.178514898
2662,1,0.18292929
2663,1,0.36862687
2664,0,0.055518191
2665,0,0.028410748
2666,1,0.237900843
2667,0,0.074284172
2668,0,0.068769639
2669,1,0.39814204
2670,0,0.081891874
2671,1,0.409857205
2672,0,0.0377637
2673,0,0.144403318
2674,0,0.369040059
2675,0,0.075306896
2676,0,0.114008199
2677,1,0.410546497
2678,0,0.121707412
2679,0,0.192973573
2680,0,0.107765507
2681,0,0.226373581
2682,0,0.258292129
2683,0,0.276717667
2684,0,0.04175744
2685,0,0.119782465
2686,0,0.20737708
2687,0,0.29059178
2688,0,0.266596058
2689,0,0.104646864
2690,1,0.065226536
2691,0,0.215050019
2692,0,0.191821551
2693,0,0.081294103
2694,0,0.038444006
2695,0,0.075909232
2696,1,0.470182604
2697,0,0.126579458
2698,0,0.096010521
2699,1,0.108760217
2700,0,0.130925598
2701,0,0.0910947
2702,0,0.138669574
2703,0,0.071370036
2704,1,0.503587803
2705,0,0.063348429
2706,0,0.210618826
2707,0,0.02618373
2708,0,0.28253634
2709,0,0.036129598
2710,0,0.22831081
2711,0,0.120897778
2712,0,0.043566009
2713,0,0.341765052
2714,0,0.402993853
2715,0,0.331416315
2716,0,0.07621808
2717,0,0.080042349
2718,0,0.598765945
2719,0,0.124561533
2720,1,0.568490311
2721,1,0.287652399
2722,1,0.280813938
2723,0,0.086199303
2724,0,0.151270431
2725,0,0.498661863
2726,0,0.39845734
2727,0,0.40757653
2728,0,0.358976475
2729,0,0.19200671
2730,0,0.049715672
2731,0,0.120386159
2732,0,0.059145153
2733,1,0.639920349
2734,0,0.143931479
2735,0,0.178153549
2736,0,0.356203287
2737,0,0.272152474
2738,0,0.04088288
2739,1,0.199381468
2740,0,0.297840249
2741,0,0.12217933
2742,0,0.224149771
2743,0,0.149723059
2744,1,0.07076611
2745,0,0.189252713
2746,0,0.340558446
2747,0,0.045390403
2748,0,0.071792356
2749,1,0.561072217
2750,0,0.031942282
2751,1,0.269452034
2752,0,0.089333468
2753,1,0.219727678
2754,0,0.126542297
2755,0,0.072413665
2756,0,0.030391744
2757,0,0.048101263
2758,1,0.337998809
2759,0,0.121653014
2760,0,0.134724909
2761,0,0.610508478
2762,0,0.289136283
2763,0,0.065906759
2764,0,0.356295341
2765,0,0.050821876
2766,0,0.044053123
2767,0,0.03113614
2768,0,0.13717615
2769,0,0.021763675
2770,1,0.482557065
2771,0,0.055019449
2772,0,0.175049725
2773,0,0.770098005
2774,0,0.079997192
2775,0,0.04932952
2776,1,0.139707083
2777,0,0.14159552
2778,1,0.813962279
2779,0,0.509817239
2780,0,0.127884357
2781,0,0.070179618
2782,1,0.559601011
2783,0,0.053974036
2784,0,0.216442052
2785,0,0.177482006
2786,1,0.263742487
2787,1,0.52782375
2788,1,0.238927141
2789,0,0.349282589
2790,1,0.297558597
2791,0,0.171457543
2792,0,0.456306167
2793,0,0.141288078
2794,0,0.171730347
2795,1,0.361394627
2796,0,0.050539481
2797,0,0.136368088
2798,0,0.074531517
2799,0,0.219609439
2800,0,0.24335401
2801,0,0.361833866
2802,0,0.045935003
2803,1,0.180882508
2804,0,0.271040628
2805,0,0.124271951
2806,1,0.426135701
2807,1,0.15326782
2808,0,0.134017786
2809,0,0.093780929
2810,0,0.069243022
2811,0,0.050486888
2812,0,0.062341505
2813,0,0.023819039
2814,1,0.515033691
2815,0,0.490223619
2816,0,0.281651276
2817,0,0.05648039
2818,0,0.052305191
2819,0,0.137861009
2820,0,0.187624597
2821,0,0.07300766
2822,0,0.074285685
2823,0,0.189378202
2824,0,0.575634228
2825,0,0.049897225
2826,0,0.093919678
2827,0,0.382609047
2828,0,0.058213178
2829,0,0.157246324
2830,0,0.181561224
2831,0,0.174335639
2832,0,0.149519071
2833,0,0.016582243
2834,0,0.16459428
2835,0,0.105245571
2836,0,0.055655701
2837,0,0.20737708
2838,0,0.418148314
2839,0,0.23409641
2840,0,0.165759473
2841,0,0.16490447
2842,0,0.124620377
2843,1,0.119044895
2844,0,0.129458282
2845,0,0.065502985
2846,1,0.457715259
2847,0,0.361913896
2848,1,0.181909799
2849,0,0.090694323
2850,0,0.193432084
2851,0,0.11131371
2852,1,0.387203593
2853,0,0.060203838
2854,1,0.251387731
2855,0,0.142061142
2856,0,0.564493967
2857,1,0.620072257
2858,0,0.130287934
2859,0,0.059239286
2860,0,0.098057604
2861,0,0.29353781
2862,0,0.101568541
2863,0,0.278785266
2864,0,0.26410502
2865,0,0.146361992
2866,0,0.019921628
2867,0,0.052631453
2868,0,0.046176763
2869,1,0.150573174
2870,0,0.050792294
2871,0,0.232843841
2872,0,0.165612479
2873,1,0.345804161
2874,0,0.200754864
2875,0,0.209020528
2876,0,0.259009356
2877,0,0.110473717
2878,0,0.377610264
2879,0,0.292669259
2880,1,0.685586169
2881,1,0.401563612
2882,0,0.192690814
2883,0,0.050817647
2884,0,0.121729109
2885,0,0.046342724
2886,0,0.172969801
2887,0,0.221481817
2888,0,0.248640759
2889,0,0.123494618
2890,0,0.05949274
2891,0,0.175056714
2892,0,0.317477481
2893,0,0.201000471
2894,0,0.272647908
2895,0,0.037356537
2896,0,0.249628302
2897,0,0.076573833
2898,0,0.336491219
2899,1,0.403673524
2900,0,0.183370798
2901,1,0.049585395
2902,0,0.543916123
2903,0,0.087899278
2904,0,0.156931597
2905,0,0.072399028
2906,0,0.11408891
2907,0,0.150333172
2908,0,0.038732477
2909,0,0.446466468
2910,0,0.124014345
2911,0,0.15374767
2912,0,0.482823207
2913,1,0.083100063
2914,0,0.088192055
2915,0,0.072760106
2916,1,0.734383196
2917,1,0.391710677
2918,1,0.229697062
2919,1,0.447838402
2920,0,0.29903206
2921,0,0.058188822
2922,0,0.359180694
2923,0,0.136922237
2924,0,0.143471049
2925,0,0.350363622
2926,0,0.689047629
2927,0,0.26694361
2928,0,0.049838177
2929,1,0.482023408
2930,0,0.09090163
2931,0,0.40191581
2932,0,0.427532459
2933,1,0.480117021
2934,0,0.245078209
2935,1,0.040294712
2936,0,0.138988088
2937,0,0.115567014
2938,0,0.067800697
2939,0,0.022456758
2940,1,0.105416467
2941,0,0.040795299
2942,0,0.039203068
2943,0,0.138114179
2944,0,0.265447304
2945,0,0.096594754
2946,1,0.1101903
2947,0,0.099682251
2948,0,0.05882104
2949,0,0.17015387
2950,0,0.086041639
2951,0,0.117885705
2952,1,0.086109651
2953,0,0.381590336
2954,0,0.116438006
2955,0,0.166994609
2956,0,0.159904869
2957,0,0.074131774
2958,1,0.109586587
2959,0,0.028355644
2960,0,0.101400121
2961,0,0.295443426
2962,0,0.039035203
2963,1,0.070240464
2964,0,0.190242371
2965,0,0.267444758
2966,0,0.313237882
2967,1,0.275853614
2968,1,0.443750868
2969,0,0.071355585
2970,0,0.103381183
2971,1,0.081606711
2972,0,0.113509825
2973,0,0.249869251
2974,1,0.354429594
2975,0,0.427406976
2976,0,0.052913593
2977,0,0.077442038
2978,1,0.385678375
2979,0,0.100674322
2980,0,0.094639086
2981,0,0.275208138
2982,0,0.338514864
2983,0,0.294793571
2984,0,0.138924588
2985,0,0.041196653
2986,0,0.109636287
2987,0,0.387474413
2988,1,0.257562604
2989,1,0.254897195
2990,1,0.322185033
2991,0,0.126927679
2992,0,0.390236847
2993,0,0.174844652
2994,0,0.304512604
2995,0,0.135532707
2996,0,0.182892218
2997,0,0.349668307
2998,0,0.052999529
2999,0,0.292437931
3000,0,0.057291882
3001,0,0.102839078
3002,0,0.113322786
3003,0,0.308435914
3004,0,0.220848601
3005,0,0.250136001
3006,0,0.142081951
3007,1,0.385039878
3008,1,0.062132815
3009,0,0.300432194
3010,0,0.033456516
3011,1,0.248934777
3012,0,0.095631475
3013,0,0.304586041
3014,0,0.119352543
3015,0,0.293310625
3016,0,0.374585848
3017,0,0.045168612
3018,0,0.183951572
3019,0,0.121797218
3020,0,0.028576685
3021,0,0.27261992
3022,0,0.064365478
3023,0,0.039609781
3024,0,0.195865893
3025,0,0.180478914
3026,0,0.083942262
3027,0,0.159742584
3028,0,0.344402677
3029,0,0.343686137
3030,0,0.18741801
3031,0,0.054173792
3032,0,0.047109332
3033,1,0.36106403
3034,0,0.71808979
3035,0,0.056957968
3036,1,0.42042195
3037,0,0.229691259
3038,0,0.014995005
3039,0,0.221449898
3040,0,0.042594161
3041,0,0.130928812
3042,0,0.050084716
3043,0,0.271115272
3044,0,0.230067069
3045,0,0.033772415
3046,0,0.066482727
3047,1,0.155819103
3048,0,0.09254164
3049,0,0.265795428
3050,0,0.034442319
3051,1,0.114271994
3052,0,0.177692841
3053,0,0.04269541
3054,0,0.171312658
3055,0,0.400335602
3056,0,0.228728126
3057,0,0.247628519
3058,0,0.141260341
3059,0,0.277624063
3060,0,0.158554721
3061,0,0.122104275
3062,0,0.095775109
3063,0,0.091093495
3064,0,0.045744836
3065,0,0.157208846
3066,0,0.10395389
3067,0,0.124858746
3068,0,0.225825126
3069,0,0.073928186
3070,1,0.099528987
3071,0,0.091046823
3072,0,0.030610989
3073,0,0.170836857
3074,0,0.155051623
3075,1,0.578953301
3076,0,0.044105559
3077,0,0.293662738
3078,0,0.277511051
3079,0,0.07918386
3080,0,0.359785594
3081,0,0.079112882
3082,0,0.116160649
3083,1,0.423835711
3084,1,0.224954946
3085,0,0.121354729
3086,1,0.472474815
3087,0,0.026675023
3088,0,0.076811131
3089,0,0.059332018
3090,0,0.184874529
3091,1,0.126259842
3092,0,0.04754834
3093,0,0.178627879
3094,0,0.089583289
3095,0,0.283567672
3096,0,0.055032595
3097,1,0.691360129
3098,0,0.250434579
3099,0,0.034432158
3100,0,0.265864502
3101,0,0.097292165
3102,0,0.25496601
3103,0,0.122844607
3104,0,0.339082112
3105,0,0.26361002
3106,1,0.041664119
3107,0,0.139759666
3108,1,0.074556944
3109,0,0.044917762
3110,1,0.603696952
3111,1,0.795995676
3112,0,0.405341498
3113,1,0.263623031
3114,0,0.03433174
3115,1,0.106878245
3116,0,0.01805651
3117,0,0.133104832
3118,0,0.232149992
3119,0,0.111085241
3120,1,0.700167361
3121,0,0.085599912
3122,0,0.183608363
3123,0,0.114439818
3124,0,0.098830988
3125,1,0.218429664
3126,0,0.05425724
3127,0,0.262965021
3128,1,0.244334797
3129,0,0.080500941
3130,0,0.13341981
3131,1,0.498633243
3132,0,0.228185413
3133,0,0.085562061
3134,0,0.144483581
3135,0,0.150751021
3136,0,0.073087509
3137,0,0.079012057
3138,1,0.263029359
3139,1,0.215664802
3140,0,0.14225442
3141,0,0.080742086
3142,1,0.210449227
3143,0,0.584376769
3144,0,0.51446816
3145,0,0.203130994
3146,1,0.637882208
3147,1,0.06069015
3148,0,0.239169318
3149,1,0.122448276
3150,0,0.232921065
3151,0,0.223147447
3152,0,0.294763894
3153,1,0.26760856
3154,0,0.070294047
3155,0,0.121638022
3156,0,0.033871035
3157,1,0.520051102
3158,0,0.110176398
3159,0,0.218224593
3160,0,0.068329887
3161,0,0.026385959
3162,0,0.043460548
3163,0,0.054546636
3164,1,0.214840567
3165,0,0.209452045
3166,0,0.241360285
3167,1,0.516667549
3168,1,0.212882079
3169,1,0.181510405
3170,0,0.151688195
3171,1,0.355926695
3172,1,0.215421142
3173,0,0.253013078
3174,0,0.118375921
3175,0,0.075260818
3176,1,0.239079919
3177,0,0.181567451
3178,0,0.066544292
3179,0,0.12413329
3180,0,0.06814666
3181,1,0.662716651
3182,0,0.291826226
3183,0,0.180534001
3184,0,0.186024494
3185,1,0.395315015
3186,1,0.325884181
3187,0,0.20110071
3188,0,0.197525117
3189,0,0.067457556
3190,0,0.258176757
3191,0,0.06344193
3192,0,0.095784097
3193,0,0.305460165
3194,1,0.395633188
3195,0,0.141489069
3196,0,0.228897745
3197,0,0.164612761
3198,0,0.123443497
3199,0,0.075040991
3200,1,0.16251669
3201,0,0.030605716
3202,0,0.038972941
3203,0,0.238137928
3204,0,0.328877331
3205,1,0.248925001
3206,1,0.257363184
3207,1,0.731761644
3208,0,0.254502027
3209,0,0.326641776
3210,0,0.039121107
3211,0,0.293276244
3212,0,0.2543129
3213,1,0.046899611
3214,0,0.133539996
3215,0,0.132563721
3216,0,0.141245568
3217,0,0.104351101
3218,0,0.335099236
3219,0,0.118904559
3220,0,0.217448091
3221,0,0.219309115
3222,0,0.034079608
3223,0,0.087353432
3224,0,0.18507213
3225,1,0.533261434
3226,0,0.328365476
3227,0,0.112327464
3228,0,0.09236539
3229,0,0.047444118
3230,1,0.703065863
3231,0,0.05881246
3232,0,0.173569349
3233,0,0.080379265
3234,0,0.062918518
3235,1,0.266643249
3236,0,0.048931637
3237,0,0.060625654
3238,0,0.046448527
3239,1,0.354003685
3240,0,0.058751372
3241,1,0.378534443
3242,0,0.147852069
3243,0,0.230862846
3244,0,0.029562364
3245,0,0.159310296
3246,1,0.345313085
3247,1,0.411254585
3248,0,0.058048578
3249,0,0.177193222
3250,0,0.060934161
3251,1,0.191407317
3252,1,0.338272589
3253,0,0.137403295
3254,0,0.095715732
3255,1,0.567546262
3256,0,0.162431591
3257,0,0.157489729
3258,0,0.353914089
3259,0,0.200366107
3260,0,0.076928019
3261,1,0.167144352
3262,0,0.124368186
3263,1,0.557122002
3264,1,0.205842821
3265,0,0.154749475
3266,0,0.178020489
3267,0,0.045115656
3268,0,0.485426499
3269,1,0.351722297
3270,0,0.230983976
3271,0,0.197660077
3272,0,0.128624709
3273,1,0.306915903
3274,1,0.344665527
3275,1,0.058201686
3276,0,0.020414792
3277,0,0.43539509
3278,0,0.319367715
3279,0,0.267275465
3280,0,0.127546185
3281,1,0.442449212
3282,0,0.067788132
3283,0,0.133127193
3284,0,0.597658704
3285,0,0.137079103
3286,1,0.528072111
3287,0,0.051295381
3288,0,0.046444645
3289,0,0.07051357
3290,0,0.076528901
3291,0,0.123790168
3292,0,0.041267028
3293,0,0.370322312
3294,0,0.084352904
3295,1,0.172729789
3296,0,0.064913654
3297,0,0.252782573
3298,0,0.356021698
3299,0,0.157582029
3300,0,0.034625821
3301,1,0.18984534
3302,0,0.057473494
3303,0,0.071021863
3304,1,0.184499742
3305,0,0.272360216
3306,0,0.346344341
3307,0,0.23585672
3308,0,0.088017433
3309,0,0.358327609
3310,0,0.068495138
3311,0,0.293041875
3312,0,0.501312764
3313,0,0.188591668
3314,0,0.144270843
3315,1,0.456389365
3316,0,0.037217597
3317,1,0.378304364
3318,1,0.352548443
3319,0,0.09702934
3320,0,0.181817818
3321,0,0.020261965
3322,0,0.028653176
3323,0,0.132452157
3324,0,0.15206651
3325,0,0.129931638
3326,0,0.060412994
3327,1,0.300933865
3328,0,0.053328841
3329,1,0.242933156
3330,0,0.251992192
3331,0,0.011739779
3332,0,0.141002097
3333,0,0.119601191
3334,0,0.50687018
3335,0,0.065231471
3336,0,0.144168238
3337,0,0.117033385
3338,1,0.467858505
3339,0,0.031280905
3340,1,0.157783903
3341,0,0.077646484
3342,0,0.047946775
3343,0,0.320059729
3344,0,0.191193385
3345,0,0.259398228
3346,0,0.197396989
3347,0,0.336503495
3348,0,0.279966554
3349,0,0.202916743
3350,1,0.58749441
3351,0,0.056122441
3352,0,0.459484946
3353,0,0.077911819
3354,0,0.057093958
3355,0,0.071399733
3356,0,0.054298023
3357,0,0.166563213
3358,0,0.06790271
3359,1,0.366592833
3360,0,0.217586266
3361,0,0.065794292
3362,0,0.599778253
3363,0,0.20939792
3364,0,0.330130009
3365,0,0.229710349
3366,1,0.072456862
3367,0,0.802959706
3368,1,0.168038464
3369,0,0.31016183
3370,0,0.10133729
3371,1,0.355478383
3372,1,0.275146436
3373,1,0.107306068
3374,0,0.194136525
3375,0,0.203111475
3376,1,0.284978051
3377,1,0.218413358
3378,1,0.21179485
3379,0,0.67765033
3380,0,0.120985158
3381,0,0.103414599
3382,0,0.326567213
3383,0,0.769413609
3384,0,0.146056406
3385,0,0.392204311
3386,1,0.078595255
3387,0,0.190782219
3388,0,0.832671082
3389,0,0.064022293
3390,1,0.60235649
3391,0,0.074899682
3392,0,0.335489467
3393,0,0.10454955
3394,0,0.02813866
3395,0,0.030702138
3396,0,0.079230391
3397,0,0.383202288
3398,0,0.121848028
3399,0,0.058682039
3400,1,0.223362278
3401,0,0.041634923
3402,0,0.224475053
3403,0,0.058969344
3404,0,0.42645567
3405,0,0.094809348
3406,0,0.222731985
3407,0,0.161804259
3408,0,0.235282732
3409,0,0.210885432
3410,1,0.624600844
3411,0,0.327778142
3412,0,0.263367623
3413,0,0.07028921
3414,0,0.148533113
3415,0,0.078176313
3416,1,0.200075828
3417,0,0.145515203
3418,0,0.331591049
3419,0,0.245627242
3420,0,0.036324297
3421,0,0.030786754
3422,0,0.311207402
3423,0,0.113931319
3424,0,0.04614294
3425,0,0.170318231
3426,0,0.170310699
3427,0,0.26829374
3428,0,0.250545382
3429,0,0.177948692
3430,1,0.51571112
3431,0,0.075361954
3432,0,0.16679209
3433,0,0.062191912
3434,0,0.44762455
3435,0,0.404008499
3436,0,0.168103901
3437,0,0.072497299
3438,0,0.156212663
3439,0,0.055462185
3440,0,0.065907217
3441,1,0.190087598
3442,0,0.046088099
3443,0,0.137970097
3444,1,0.331492261
3445,0,0.082063184
3446,0,0.181303673
3447,0,0.059472162
3448,1,0.24214268
3449,0,0.20854037
3450,0,0.277541933
3451,0,0.242817251
3452,0,0.074104786
3453,1,0.218637995
3454,0,0.343614593
3455,0,0.034641578
3456,0,0.024064135
3457,1,0.129840186
3458,1,0.18247349
3459,0,0.186812874
3460,0,0.088944778
3461,0,0.358034573
3462,0,0.137180899
3463,0,0.472275568
3464,1,0.441131462
3465,0,0.294095452
3466,0,0.490266101
3467,0,0.071186005
3468,0,0.268443184
3469,0,0.153981542
3470,0,0.048447612
3471,0,0.073457973
3472,0,0.05776409
3473,0,0.082162965
3474,1,0.117158331
3475,0,0.130089636
3476,0,0.034022007
3477,1,0.109632454
3478,0,0.1066242
3479,0,0.121225449
3480,0,0.309464514
3481,1,0.330805904
3482,0,0.069650828
3483,0,0.05107528
3484,0,0.060236571
3485,0,0.05788558
3486,1,0.110994223
3487,0,0.125783427
3488,0,0.062835667
3489,0,0.236403147
3490,0,0.190400214
3491,1,0.093570305
3492,0,0.284020704
3493,0,0.163617115
3494,0,0.234577955
3495,0,0.099948195
3496,0,0.494146576
3497,0,0.021751365
3498,1,0.743953593
3499,0,0.142753402
3500,0,0.429989338
3501,0,0.181720767
3502,0,0.2953348
3503,1,0.455092412
3504,0,0.177985986
3505,0,0.12495356
3506,0,0.090779387
3507,0,0.093192803
3508,0,0.062945858
3509,0,0.073672993
3510,0,0.048480388
3511,0,0.145257139
3512,0,0.155555643
3513,0,0.011225766
3514,0,0.211545956
3515,0,0.161282378
3516,0,0.08175287
3517,0,0.064597962
3518,0,0.03282638
3519,0,0.229302969
3520,1,0.282508329
3521,1,0.290931436
3522,0,0.153141515
3523,0,0.083475755
3524,0,0.147792977
3525,0,0.084968149
3526,0,0.201976704
3527,0,0.119310184
3528,0,0.37567335
3529,0,0.031948198
3530,0,0.089653218
3531,1,0.269479654
3532,1,0.925570057
3533,1,0.181372336
3534,1,0.116265712
3535,0,0.306493154
3536,0,0.066072245
3537,0,0.050551809
3538,0,0.203881342
3539,1,0.572340197
3540,0,0.187185469
3541,0,0.197967511
3542,0,0.491874469
3543,0,0.089734493
3544,1,0.157310417
3545,0,0.102918076
3546,0,0.237371372
3547,0,0.266724576
3548,1,0.175911834
3549,0,0.125972998
3550,1,0.598803622
3551,0,0.576330354
3552,0,0.133722002
3553,0,0.203033641
3554,1,0.2001748
3555,0,0.044306255
3556,1,0.125979912
3557,1,0.692881141
3558,0,0.052274903
3559,0,0.218050829
3560,1,0.740627378
3561,1,0.194201675
3562,0,0.317525754
3563,1,0.197015217
3564,0,0.351527157
3565,1,0.337291578
3566,0,0.047932062
3567,0,0.124756754
3568,0,0.191926105
3569,0,0.013767197
3570,1,0.407337133
3571,1,0.327601818
3572,0,0.258452321
3573,0,0.082309925
3574,0,0.320098809
3575,0,0.065830332
3576,0,0.515132538
3577,0,0.025444503
3578,0,0.057515906
3579,1,0.477717009
3580,0,0.231707153
3581,0,0.507628912
3582,0,0.099428681
3583,0,0.120270881
3584,1,0.245219272
3585,0,0.072488971
3586,0,0.032354326
3587,0,0.419783429
3588,0,0.157355139
3589,0,0.287456687
3590,0,0.535473441
3591,0,0.064405782
3592,0,0.09499808
3593,1,0.23138105
3594,0,0.641992212
3595,0,0.463723703
3596,0,0.150705928
3597,0,0.183074266
3598,0,0.464113081
3599,0,0.459758661
3600,0,0.167129816
3601,1,0.286371579
3602,1,0.299934568
3603,0,0.500961905
3604,1,0.399199506
3605,0,0.143228143
3606,0,0.410307004
3607,0,0.041154831
3608,0,0.0467702
3609,0,0.200910289
3610,0,0.32652158
3611,1,0.619185104
3612,0,0.037430331
3613,0,0.20085854
3614,0,0.065633725
3615,0,0.201398594
3616,1,0.298610835
3617,1,0.631902539
3618,1,0.284987075
3619,1,0.616903018
3620,0,0.094018154
3621,0,0.058169072
3622,0,0.066576252
3623,0,0.194872302
3624,0,0.184885305
3625,0,0.099553644
3626,0,0.040631198
3627,1,0.197820495
3628,0,0.127370197
3629,0,0.475753007
3630,0,0.425921351
3631,0,0.290820668
3632,0,0.049728697
3633,0,0.151816438
3634,0,0.588577242
3635,0,0.080140736
3636,0,0.074284172
3637,0,0.040550738
3638,1,0.418357945
3639,0,0.070103854
3640,1,0.635461536
3641,0,0.227288592
3642,0,0.255693167
3643,0,0.062087316
3644,0,0.295427714
3645,0,0.057965413
3646,1,0.157644438
3647,1,0.789590072
3648,0,0.374136319
3649,1,0.140038486
3650,0,0.103398712
3651,0,0.145101607
3652,0,0.567052912
3653,0,0.154660242
3654,0,0.315486366
3655,0,0.268818629
3656,0,0.101043443
3657,1,0.081036527
3658,0,0.027758672
3659,1,0.337983935
3660,1,0.176962463
3661,0,0.072799138
3662,0,0.120882469
3663,0,0.063645453
3664,1,0.090633385
3665,0,0.21973919
3666,0,0.101101026
3667,0,0.025094626
3668,0,0.264887462
3669,1,0.572824932
3670,0,0.027204514
3671,0,0.022298395
3672,0,0.4224755
3673,0,0.097897548
3674,0,0.070364044
3675,0,0.146828965
3676,0,0.041096826
3677,0,0.05100445
3678,0,0.036565845
3679,0,0.035061398
3680,0,0.031078391
3681,0,0.016050592
3682,1,0.332419775
3683,0,0.078384267
3684,1,0.549851662
3685,0,0.114838955
3686,0,0.218312773
3687,0,0.053516037
3688,0,0.055297142
3689,0,0.118801432
3690,0,0.300539138
3691,0,0.424546937
3692,0,0.71907887
3693,0,0.058064559
3694,1,0.320556577
3695,1,0.174693974
3696,0,0.089296254
3697,0,0.312775598
3698,0,0.482830344
3699,0,0.026985767
3700,0,0.071194051
3701,0,0.037019063
3702,0,0.090478356
3703,0,0.587159857
3704,1,0.144400944
3705,0,0.171029177
3706,0,0.077143554
3707,0,0.369281375
3708,0,0.308439778
3709,0,0.121109783
3710,1,0.388014896
3711,0,0.044601476
3712,1,0.163539266
3713,0,0.318374328
3714,0,0.131270234
3715,0,0.132939276
3716,1,0.30539884
3717,0,0.294212485
3718,0,0.37704478
3719,0,0.037191762
3720,1,0.673627903
3721,0,0.396487466
3722,0,0.151712838
3723,0,0.0646391
3724,0,0.157274411
3725,1,0.429747594
3726,0,0.135752232
3727,1,0.265988792
3728,1,0.064094486
3729,0,0.355411866
3730,0,0.072005742
3731,0,0.192277167
3732,1,0.440518909
3733,1,0.092282011
3734,0,0.60819481
3735,0,0.140469657
3736,0,0.069786815
3737,0,0.136615519
3738,0,0.025885596
3739,0,0.316095861
